id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
937086,Turn Me On,Science Fiction-Romance-Comedy,en,The film is set in a world where the inconvenience of human emotion has been eradicated by a government-imposed daily vitamin. When a young couple skips their dose they discover love joy and sex for the first time but quicky come to realize they must also handle the emotional baggage that comes with it.,10.997,Truant Pictures,2024-09-24,0.0,0.0,99.0,Released,,0.0,0.0,Bel Powley-Nick Robinson-Justin H. Min-D'Arcy Carden-Nesta Cooper-Griffin Newman,,/8J94KxzojEzXp12w49RBXIfuVxC.jpg,/3xb8B6P6r8fmQnnVgZvsjc5k3y6.jpg,
931219,The Black Hole,Comedy-Drama,et,A black hole appears mysteriously in a lilac bush of a tower block district. A sinister-looking comet shines in the sky and certain events start to unfold calling the inhabitants’ dreams of a better life into question. Especially when facing aliens a giant spider and an Austrian in breeches.,15.763,Amrion-Aamu Film Company,2024-09-22,1597000.0,0.0,115.0,Released,,0.0,0.0,Ursel Tilk-Liina Tennosaar-Rea Lest-Doris Tislar-Anne Reemann-Eva Koldits-Kristo Viiding-Jekaterina Linnamäe-Laine Mägi-Hannu-Pekka Björkman-Peeter Tammearu-Peeter Oja-Indrek Taalmaa,,,/taJTUL6DZrTA0pEnCuaIZHHDZD.jpg,
964838,The Red Queen,Science Fiction-Thriller,en,A young software engineer ventures into a vivid journey to study a newly developed A.I. interface.,9.922,Dysotpia Motion Pictures,2024-09-21,0.0,0.0,94.0,Released,BENEATH THE CODE LIES THE TRUTH.,0.0,0.0,Lucas Hogan-Edwina Rai-Erigerta Deda-Sammy Smedley-Emily Rellis-Matenin Sangare-LaVeda Davis-Samuel Vita-Sean Michael Harrison-Chloe Adlerstein-Takahiro Kitahara-Daniel Bitar-Hannah Ray Teal-Michelle Batista-Diletta Guglielmi-Josie Altucher-Marquis Forman,future-man vs machine-distrust-artificial intelligence (a.i.)-isolation-politics-technology-dystopia-simulation-manipulation-deception-laboratory-robot-consciousness-existentialism-programmer-science and technology-machine learning-science fiction,/keDOEjbSCYDas0Pe4oJhnKPN9L0.jpg,/8Czz5x4rztitj5QIA2kvluFiP0U.jpg,
877817,Wolfs,Action-Comedy-Thriller,en,Hired to cover up a high-profile crime a fixer soon finds his night spiralling out of control when he's forced to work with an unexpected counterpart.,109.876,Smoke House Pictures-Plan B Entertainment-Apple Studios,2024-09-20,0.0,0.0,108.0,Released,They're not partners. They're not friends. They're wolfs.,6.624,85.0,Brad Pitt-George Clooney-Amy Ryan-Austin Abrams-Poorna Jagannathan-Zlatko Burić-Richard Kind-Frances McDormand-Sergio Cota Jr.-Alfred Chou-Robert Timothy Smith-Amanda Aday-Kymbali Craig-Linda Carola-Vladimir Sizov-Abby Mohaddes-Sasha Biktagir-Samuel Evan Horowitz-Frank Trigg-Duffy Gaver-Edwin Taylor-Anthony N.-Irina Dubova,hotel room-lone wolf-drugs-buddy comedy-fixer-drug kingpin-witty-intense-brisk-job gone wrong-black comedy,/vOX1Zng472PC2KnS0B9nRfM8aaZ.jpg,/uXDwP5qPhuRyPpQ7WkLbE6t2z5W.jpg,365177-1174246-1000837-1276825-467244-693134-786892-313369-1032823-792307-986280-9091-502356-278-406997-872585-823464-157336-350-466420
797223,Yudhra,Action-Thriller,hi,Follows a hotheaded ex-prisoner who is released on the condition of working with a drug cartel.,29.643,Excel Entertainment,2024-09-20,0.0,0.0,142.0,Released,,0.0,0.0,Malavika Mohanan-Siddhant Chaturvedi-Gajraj Rao-Shilpa Shukla-Ram Kapoor-Raj Arjun-Raghav Juyal,action-hindi-bollywood action-siddhant-malavika,/ay4g3ejfcY8dTiu0hElERYIaVZt.jpg,/dHlLIX5ucVHoaEcsqwctd5HuJuT.jpg,
807339,Apartment 7A,Horror-Thriller,en,When a struggling young dancer suffers a devastating injury she finds herself drawn in by dark forces when a peculiar well-connected older couple promises her a shot at fame.,20.836,Sunday Night Productions-Platinum Dunes-Paramount Pictures,2024-09-20,0.0,0.0,104.0,Released,Rosemary was not the first.,0.0,0.0,Julia Garner-Dianne Wiest-Kevin McNally-Jim Sturgess-Marli Siu-Rosy McEwen-Andrew Buchan-Kobna Holdbrook-Smith,new york city-prequel-1960s,/oyjEPno8omeDYVNqUZS2RiEpuRC.jpg,/9FX2a2QHtDPavm3LaUvX5Upzie0.jpg,
727841,Nasha Jurm aur Gangsters,Action-Crime-Drama-Thriller,hi,The story of three Gangsters Jeet Jacky and Basu. They are the professional mafia in town and want to become rich and more powerful. However something is going to mend their ways unexpectedly.,9.016,Patras glam entertainment-Mens Club entertainment-Shade pictures,2024-09-20,598700.0,0.0,0.0,Released,Addiction Crime and Gangsters,0.0,0.0,Rocky Rupkumar Patra-Rajkumar Patra-Yudhisthir-Agni Dutta-Mithu Dey-Abhijit Acharjee-Aparna Giri-Munni Pankaj,crime boss-faction-gangsters-action thriller-rajkumar patra-rocky rupkumar patra-patras glam entertainment-nasha jurm aur gangsters,/A478MFESEHws6XN1nf8K50jhNbK.jpg,/yML2W8m952MidI2pU0yaVc4n5Fj.jpg,
864290,Kuttante Shinigami,Drama,ml,,5.473,,2024-09-20,0.0,0.0,0.0,Released,,0.0,0.0,Indrans-Jaffer Idukki-Sunil Sukhada-Sreejith Ravi-Sumesh Moor-Munshi Ranjith-Sinoj Varghese-Arya Viju,,,,
872993,Just One Spring,Drama,es,Nina is a young woman of 20 years old who lives in Asunción in 1947 in the middle of the Paraguayan Civil War. She longs to be a singer but is forced to work as a maid in a conservative environment after her family escapes. Although she puts herself at the service of the revolution and frees various political prisoners including Raúl with whom she will have an affair. However she must flee the country after becoming pregnant and her lover having abandoned her.,0.675,Sabaté Films-Productora De La Tierra-CYAN prods.,2024-09-19,0.0,0.0,99.0,Released,,0.0,0.0,María José Cabrera-Salma Vera-Mauricio Paniagua-Ever Enciso-Paletita-Sonia Tiranti-Marianela Iglesia-Gerardo Barrientos-Miguel Romero Gloss-Ángel Quintela,,/qBq1VP9ppazTyce2wvAxtTFpZXg.jpg,/3WqN2bpEkSPYVSxSLKhiefGiNcK.jpg,
814889,Never Let Go,Horror-Thriller,en,As an evil takes over the world beyond their front doorstep the only protection for a mother and her twin sons is their house and their family’s protective bond.,60.421,Lionsgate-21 Laps Entertainment-Media Capital Technologies-HalleHolly,2024-09-18,0.0,0.0,101.0,Released,One touch is all it takes.,0.0,0.0,Halle Berry-Percy Daggs IV-Anthony B. Jenkins-Matthew Kevin Anderson-Christin Park-Stephanie Lavigne-Cadence Compton,psychological thriller,/am1FjwwViUoXRvCOdE7gKzvts1t.jpg,/b6DU3kBmicMbpNvvkqf1cHaceMF.jpg,
912872,Bring On The Damned!,Horror-Comedy-Science Fiction-Music-Crime,en,Genre bending horror anthology featuring 5 tales of perversion obsession blasphemy nihilism and sadism!,4.756,Troma Entertainment-Annum Films,2024-09-17,20000.0,0.0,114.0,Released,"Five tales of perversion, obsession, blasphemy, nihilism, and sadism.",0.0,0.0,Sydney Hirsch-John Ferri-Ian Fidance-Andrew Fernie-Zac Amico-Pat Foy-Marcus Bishop-Wright-Jen Elyse Feldy-Kelly Polk-Rachel Francis-Jean Louise O'Sullivan-Lloyd Kaufman,,/7Sycuu1q8BkNMuTeqUfwvonSUOp.jpg,,
881614,Adbhut,Thriller,hi,Follows Diana who doesn't believe in ghosts or supernatural power. But when she feels something strange happening on a regular basis she reaches out to Nawaz for help.,18.276,Sony Pictures Films India,2024-09-15,0.0,0.0,0.0,Released,,0.0,0.0,Nawazuddin Siddiqui-Diana Penty-Shreya Dhanwanthary-Rohan Mehra,,,,
477275,Koparan Kardeşler,Comedy,tr,,8.79,2506 Sinema,2024-09-13,0.0,0.0,0.0,Released,,0.0,0.0,Önder Açıkbaş-İnan Ulaş Torun-Savaş Satış-Cansın Çekili-Umut Özkan,,/ytqyJgz78UbDMWPHNbh4yDjl8o4.jpg,,
819356,Black Rose,Thriller,te,,1.238,Srinivasaa Silver Screen,2024-09-13,0.0,0.0,121.0,Released,,0.0,0.0,Urvashi Rautela,,/ii7nSUU8wjac2WO72BrZhtKwJRJ.jpg,/hKrR8u0wpi1zcxzWYnxj1LPXa8K.jpg,
507241,The Killer's Game,Action-Comedy-Crime,en,When a top hitman is diagnosed with a terminal illness he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his pregnant ex-girlfriend he must fend off an army of assassin colleagues and win back the love of his life before it’s too late.,33.448,STXfilms-Dogbone Entertainment-Mad Chance-Endurance Media-K. JAM Media,2024-09-12,0.0,0.0,104.0,Released,Winning is all in the execution.,0.0,0.0,Dave Bautista-Sofia Boutella-Terry Crews-Pom Klementieff-Ben Kingsley-Scott Adkins-Andrew Galloway-Shaina West-Lucy Cork-Daniel Bernhardt-Hoon Lee-Marko Zaror-Raffaello Degruttola-Ice Cube-Antonia Desplat-George Somner-Scott Alexander Young-József Kovalik Jr.,,/c7erC9ucLeLfCnluy1dzyUhinRQ.jpg,/kwPaQ05Mix2KHwleqW6MFRvGM7U.jpg,
748167,Uglies,Science Fiction-Thriller,en,In a futuristic dystopia with enforced beauty standards a teen awaiting mandatory cosmetic surgery embarks on a journey to find her missing friend.,27.17,Davis Entertainment-Anonymous Content-Industry Entertainment-Wonderland Sound and Vision,2024-09-12,0.0,0.0,100.0,Released,,0.0,0.0,Joey King-Brianne Tju-Laverne Cox-Chase Stokes-Kevin Miles-Kelly Gale-Keith Powers-Will Poston-Jillian Murray-Jan Luis Castellanos-Zamani Wilder-Charmin Lee-Lindsay Rootare-Kamari Love-Moose Ali Khan-Robert Palmer Watkins-Jordan Sherley-Alex D. Jennings-Gabriella Garcia-Dutch Johnson-Jessica Craig-Jason Parks-Quintin Mims-Jay DeVon Johnson-Sarah Vattano-Joe Sterrey-Brett Hoyle-Tess Anderson-Yao Mizuno-Jocelyn Chew-Katie McSweeney-Ash Maeda-Jessica Galinas-Ashton Essex Bright,dystopia-beauty standards-cosmetic surgery-based on young adult novel-teenager-missing friend,/og1SH6we0UQx5XNIDSfxDD4S1Sp.jpg,/wn2w9trTHZuysIDmo5eN29RtrrR.jpg,
890138,Ajayante Randam Moshanam,Adventure-Comedy-Drama-Action,ml,Set in the Northern Kerala in 1900 1950 and 1990 Three generations of heroes Maniyan Kunjikelu and Ajayan try to protect the most important treasure of the Land.,15.64,United Global Media Entertainments-Magic Frames,2024-09-12,0.0,0.0,148.0,Released,,0.0,0.0,Tovino Thomas-Krithi Shetty-Aishwarya Rajesh-Surabhi Lakshmi-Basil Joseph-Rohini-Harish Uthaman-Jagadish-Pramod Shetty-Hareesh Peradi-Sanju Sivaram-Jitin Puthanchery-Shivajith Padmanabhan-Kabir Duhan Singh-Krishnan Balakrishnan-Sudheesh-Aju Varghese-Nisthar Ahamed-Madhupal-Maala Parvathi-Bijukuttan-Mamitha Baiju,,/OClpEeRlHK3DrFO7QtWXtpDIOK.jpg,/d7f94tktrMUpT02dJkGDUHFT4zY.jpg,
760147,Silvio,Thriller-Crime,pt,Just 12 hours after having his daughter in the custody of a kidnapper the influential communicator Sílvio Santos faces an even more complicated obstacle: his home is invaded and he is held hostage for seven hours. Realizing that his life is at risk he seeks refuge in the distant thoughts of his entire trajectory which began when he was just a 14 year old teenager working as a street vendor.,13.625,FJ Productions-Maristela Filmes-Moonshot Pictures-Dis Group-Paramount Pictures Brasil,2024-09-12,0.0,0.0,0.0,Released,Within a chest lies a multitude of secrets.,0.0,0.0,Rodrigo Faro-João Bourbonnais-Polliana Aleixo-Duda Mamberti-Marjorie Gerardi-Johnnas Oliva-Paulo Gorgulho-Adriano Bolshi-Bruna Aiiso-Thamiris Mandú-Norival Rizzo-Luciano Bortoluzzi-Bruna Tatar-Edmilson Cordeiro-Acauã Sol-Vinícius Ricci-Fellipe Castro-Eduardo Reyes-Lara Córdulla-Adriana Londoño-Artur Volpi,,/8iu6Qf8v6KcIjfKRciGvjINn3PS.jpg,/dT1SU5KyCFkqwLh1evf87CsJQvy.jpg,
718014,Hold Your Breath,Drama-Horror,en,A young mother in 1930s Oklahoma who is haunted by her past and trapped in horrifying dust storms. She becomes convinced that her family is threatened by a mysterious presence and takes extraordinary measures to protect them.,12.977,Secret Engine-Mad Dog Films-Searchlight Pictures,2024-09-12,0.0,0.0,94.0,Released,There's something evil in the air.,0.0,0.0,Sarah Paulson-Amiah Miller-Annaleigh Ashford-Alona Jane Robbins-Ebon Moss-Bachrach-Bill Heck-James Healy Jr.-Arron Shiver-Courtney Cunningham-Emily Katherine Ford,,/kuzw7lXL9NJZpSL1B9ckwT8Z2ss.jpg,/wVOOtZTt97GNCnYgkH1FOGqH4n3.jpg,
963036,Banana Boat,Family,lv,Ralf 35 is saving his relationship by taking his girlfriend’s son on a boat trip with an aim to establish himself as a father figure. Not a wildlife expert himself he also takes on board his office buddy and it soon becomes clear that this unpredictable flamboyant womaniser is a world away from being an example to look up to. As Ralf tries to protect the boy from his friend's unsophisticated look on gender and sexuality soon they are confronted with the realities of the sharp winding river and the roughness of Latvian nature.,6.939,FA Filma,2024-09-12,0.0,0.0,78.0,Released,,0.0,0.0,Toms Auniņš-Kaspars Dumburs-Nestors Carjovs Krūmiņš-Madara Botmane-Laura Siliņa-Laura Jeruma-Varis Piņķis,,/ba3uZ1eWEjeY582buWT5fpplvTQ.jpg,/9tshIj5HB5OtoCneRf7ETTvZ24y.jpg,
940148,Vovó Ninja,Family-Comedy,pt,Arlete who lives as a recluse and has a Zen lifestyle is preparing to welcome her three grandchildren into her home after not seeing them for a long time. Arlete doesn't have much intimacy or manners with the children who are dissatisfied with spending their holidays with their grandmother in a place without internet full of rules and household chores. After an attempted robbery there the youngest Davi discovers that his grandmother has unusual abilities and together with his brothers does everything to discover what Arlete's secret is.,2.578,LC Barreto-Galeria Distribuidora-Filmes do Equador-Grupo Telefilms-Caravela Filmes,2024-09-12,0.0,0.0,91.0,Released,,0.0,0.0,Glória Pires-Cleo-Leandro Ramos-Thiago Justino-Matheus Ceará-Dadá Coelho,,/cmOUXUz0VObzvXZaTZQ07HMnxem.jpg,,
811169,Toroboro: El nombre de las plantas,Documentary,es,A botanical expedition in Ecuador's Amazon becomes a medium for an indigenous Huaorani community to remember the genocidal colonization it suffered in the 1960s. Meanwhile a group of ecologists from the capital tries to stop oil exploitation in the last remaining forests where the isolated Huaoranis still live who to this day refuse to come into contact with civilization.,1.236,La Maquinita-Avoa Filmes,2024-09-12,0.0,0.0,100.0,Released,,0.0,0.0,,amazon rainforest-indigenous community-petrol exploitation-yasuní national park-huaorani,,,
698687,Transformers One,Animation-Science Fiction-Adventure-Action-Family,en,The untold origin story of Optimus Prime and Megatron better known as sworn enemies but once were friends bonded like brothers who changed the fate of Cybertron forever.,429.209,Paramount Animation-di Bonaventura Pictures-DeSanto/Murphy Productions-Bay Films-New Republic Pictures-Hasbro Entertainment,2024-09-11,0.0,0.0,104.0,Released,Witness the origin.,8.1,11.0,Chris Hemsworth-Brian Tyree Henry-Scarlett Johansson-Keegan-Michael Key-Steve Buscemi-Laurence Fishburne-Jon Hamm-Vanessa Liguori-Jon Bailey-Jason Konopisos-Alvarez-Evan Michael Lee-James Remar-Isaac C. Singleton Jr.-Steve Blum-Jinny Chung-Josh Cooley-Dillon Bryan,based on toy-giant robot-questioning-aftercreditsstinger-duringcreditsstinger-buddy movie-brothers-in-arms relationship-wonder-origin story-wistful-friend turned enemy-alien robot-ambivalent-straightforward,/iHPIBzrjJHbXeY9y7VVbEVNt7LW.jpg,/yNU8UF3DOmv3G9gVNAj34beclTG.jpg,1094556-637666-228161-533535-383498-438631-447332-496243-354912-76600-502356-372058-545609-157336-512200-19995-490132-299536-318846-530385
934866,Bad Genius,Drama-Thriller,en,A highly-gifted student sees an opportunity to escape her roots by helping wealthy classmates cheat on key exams but at great risk to her future.,21.413,Picturestart-Picture Perfect Entertainment-Little Ray Media,2024-09-11,0.0,0.0,96.0,Released,Risking it all for one big score.,0.0,0.0,Benedict Wong-Taylor Hickson-Sarah-Jane Redmond-Jabari Banks-Callina Liang-Adam Beauchesne-Tina Grant-Conor Meadows-Sarah Kelley-Rob Carpenter-Synto D. Misati,college-remake,/h5hONXZ4hPgniv1DXMB1IZohhpO.jpg,/tTt7vorJaTmurFovAXfm9XeuFPp.jpg,
768614,Silver Star,Crime-Drama-History,en,The story of Bonnie-and-Clyde-type couple Buddy and Franny. Buddy is determined to reconnect with his estranged parents by saving their home from foreclosure whatever it takes. During a botched bank robbery Buddy takes Franny as his hostage and together they embark on an unexpected road trip across America.,12.053,Les Films de la Fusée-The Film Community-Virginie Films-Carte Blanche,2024-09-11,0.0,0.0,0.0,Released,,0.0,0.0,Grace Van Dien-Troy Leigh-Anne Johnson-Noa Fisher-Odley Jean-Charlie Mac-Tamara Fruits-Albert M. Chan-Josh Silverman,,,,
803690,Langue étrangère,Drama-Comedy,fr,A friendship between two teenage girls on the French-German border.,1.572,Les Films de Pierre-Razor Film Produktion-Les Films du Fleuve,2024-09-11,4600000.0,0.0,105.0,Post Production,,0.0,0.0,Chiara Mastroianni-Nina Hoss-Lilith Grasmug-Josefa Heinsius-Robert Gwisdek,,/7xrfgfQLmYAyMNChwEw1amfh2tE.jpg,,
945883,Without Blood,Drama,en,In a frontier landscape at the beginning of the 20th century gunmen descend on a remote farmhouse determined to exact revenge. Their target a doctor — alone with his son and daughter — tries desperately to protect his children. Inevitably bullets fly.,13.094,Fremantle-Jolie Productions-The Apartment Pictures-De Maio Entertainment,2024-09-09,0.0,0.0,91.0,Released,,0.0,0.0,Salma Hayek Pinault-Demián Bichir-Juan Minujín-Andrés Delgado-Jorge Antonio Guerrero-Alfredo Herrera-Alfredo Herrera-Nika Perrone,,,/wmHzxrSBXXSdwiSa2Jj5ew2xpk.jpg,
883128,Hydroelectric Joy,Documentary-History-Drama,ru,In the 60s Vadim a Soviet engineer is in love with Vera a researcher in biology. But their romance is suddenly disrupted by a mission entrusted to Vadim: sent to Egypt he must participate in one of the great utopian ventures initiated by the USSR. Based on unpublished archives this film is inspired by a true story.,2.4,Petit à Petit Production-ARTE-Kintop,2024-09-09,0.0,0.0,0.0,Released,,8.0,1.0,,interview-engineer-archive footage-social documentary-russian man-historical drama-1960s-amateur footage-old footage-testimony-documental social,/h8rU9RkdoYpVoMSoVDk9f8hX5eY.jpg,/x0p6kCw4hywx9JEvV1Xh9maXM8q.jpg,
610251,Harbin,Action-Thriller-History-War,ko,In 1905 Japan forced Korea to sign the Eulsa Treaty stripping the nation of its diplomatic rights and reducing the entire peninsula to a Japanese colony. By 1909 when Harbin begins Korea’s small but tenacious Righteous Army militia is deep into a campaign of armed resistance against the Japanese. After emerging as the sole survivor of an especially bloody skirmish Ahn Jung-geun heads an operation to assassinate Itō Hirobumi the first Japanese Resident-General of Korea and a key symbol of violent colonial oppression. The operation will require Ahn and his cohort to travel clandestinely into Russia gathering resources and allies while concocting elaborate decoys. With terrifying risks at every turn murderous security forces on their tail and the entire plan under constant threat of collapse the question arises: how many Koreans must die for the sake of their country’s independence?,17.766,Hive Media Corp-Gemstone Pictures,2024-09-08,0.0,0.0,108.0,Released,For a better tomorrow,0.0,0.0,Hyun Bin-Park Jeong-min-Jo Woo-jin-Jeon Yeo-been-Park Hoon-Yoo Jae-myung-Lee Dong-wook-Jung Woo-sung-Kwak Jin,based on novel or book-1900s-korean history-harbin china,/q0kdGx8RtV2bMxvMtu3WimvsMYZ.jpg,/rGP0l2rmGuBUzTWutK5IdnmCXJO.jpg,
858414,Rez Ball,Drama,en,After losing their star player a high school basketball team rich in Native American heritage must bounce back to keep their championship dreams alive.,14.126,Wise Entertainment-Chernin Entertainment-Lake Ellyn Entertainment-The SpringHill Company,2024-09-08,0.0,0.0,113.0,Released,Play fast. Shoot fast. Take your shot.,0.0,0.0,Jessica Matten-Kauchani Bratt-Amber Midthunder-Julia Jones-Kiowa Gordon-Dallas Goldtooth-Cody Lightning-Ernest Tsosie III-Devin Sampson-Craig-River Rayne Thomas-Jojo Jackson-Avery Hale-Hunter Redhorse Arthur-Henry Wilson Jr-Jaren K. Robledo-Damian Henry Castellane-Kusem Goodwind-Zoey Reyes,high school-sports-indigenous-native american-basketball team-team sports,/5MKpjuiCTk8nYnsUf5QegiPKEDh.jpg,/oC551CaN5dIscCKJ944pr4xXdlR.jpg,
